"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7339","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","3001","@smoke invalid login test with JSON data - user_1780695135081@test.com - sdsfs","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","274","@smoke Update user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","259","@smoke create user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","7286","@smoke Verify user is able to land on the product page test imac-iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","1015","@smoke get user test","chromium","2026-06-29","passed","2026-06-29","","API/users.api.spec.ts","",""
"","7315","@smoke Verify user is able to land on the product page test macbook-MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2914","@smoke invalid login test with JSON data - - Test@123","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","3230","@smoke invalid login test with JSON data - savi@opencart.com -","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","1725","@smoke DELETE - delete user","chromium","2026-06-29","passed","2026-06-29","","API/users.api.indi.spec.ts","",""
